id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality,location_precision
vic_neighbourhood_houses_0086,Ocean Grove Neighbourhood Centre,Neighbourhood house,community,91 The Parade,Ocean Grove,VIC,3226,-38.26381,144.52376,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0087,Open Door Neighbourhood House,Neighbourhood house,community,61 Burke Street,Wangaratta,VIC,3676,-36.34125,146.33861,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0088,Orana Neighbourhood House,Neighbourhood house,community,62 Coleman Road,Wantirna South,VIC,3152,-37.86495,145.22170,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0089,Pangerang Neighbourhood House,Neighbourhood house,community,38 Ovens Street,Wangaratta,VIC,3677,-36.35802,146.33056,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0090,Port Melbourne Neighbourhood Centre,Neighbourhood house,community,Cnr Liardet and Nott Streets,Port Melbourne,VIC,3207,-37.83218,144.91804,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0091,Power Neighbourhood House,Neighbourhood house,community,54 Power Avenue,Ashwood,VIC,3147,-37.86786,145.09295,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0092,Prahran Neighbourhood House,Neighbourhood house,community,40 Grattan Street,Prahran,VIC,3181,-37.85468,144.99550,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0093,Preston Neighbourhood House,Neighbourhood house,community,218 High Street,Preston,VIC,3072,-37.74247,145.00570,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0094,Puckapunyal & District Neighbourhood Centre,Neighbourhood house,community,Labuan Street,Puckapunyal,VIC,3662,-36.93743,144.95443,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0095,Pyramid Hill Neighbourhood House,Neighbourhood house,community,22 Kelly Street,Pyramid Hill,VIC,3575,-36.05573,144.15903,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
vic_neighbourhood_houses_0096,Robinson Reserve Neighbourhood House,Neighbourhood house,community,104A Reynard Street,Coburg,VIC,3058,-37.73990,144.96452,,,,,,Free,vic_neighbourhood_houses,Neighbourhood Houses (GFYL),VIC Planning and Community Development,VIC,CC-BY-3.0-AU,https://data.gov.au/data/dataset/neighbourhood-houses-gfyl,2026-04-19,partial,postcode
