id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality
vic_ballarat_early_learning_0058,Bakery Hill Kindergarten,Early learning centre,education,82 Mair Street East,Bakery Hill,VIC,,-37.5611901,143.8671137,,,https://ecka.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0059,Ballarat Fidelity Club Kindergarten,Early learning centre,education,210 Ripon Street South,Ballarat Central,VIC,,-37.5658776,143.8400283,,,https://ecka.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0060,Buninyong Preschool,Early learning centre,education,208 Learmonth Street,Buninyong,VIC,,-37.6506096,143.8879714,,,https://earlylearning.unitingvictas.org.au/find-a-service/buninyong-preschool,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0061,Delacombe Community Kindergarten,Early learning centre,education,105 Whitelaw Avenue,Delacombe,VIC,,-37.5804519,143.8186821,,,https://ecka.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0062,Linda Brown Kindergarten,Early learning centre,education,College Street,Wendouree,VIC,,-37.537574,143.8366595,,,https://ecka.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0063,Midlands Kindergarten,Early learning centre,education,1015 Armstrong Street North,Ballarat North,VIC,,-37.5402218,143.8599223,,,https://ecka.org.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0064,Miners Rest Kindergarten,Early learning centre,education,2-12 Dundas Street,Miners Rest,VIC,,-37.477543,143.795437,,,https://www.minersrestps.vic.edu.au/kindergarten,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0065,Perridak Burron Early Learning,Early learning centre,education,348 Humffray Street North,Brown Hill,VIC,,-37.5519677,143.9023631,,,https://perridakburronel.net.au,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0066,Mini Miners Early Learning Centre,Early learning centre,education,2 Raglan Street,Miners Rest,VIC,,-37.484402,143.803101,,,https://miniminers.com.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0067,Brady Bunch Early Learning Centre- Hertford Park,Early learning centre,education,81 Hertford Street,Sebastopol,VIC,,-37.5866475459367,143.831530253535,,,https://www.bradybunchelc.com.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0068,Rise n Shine Early Learning Centre,Early learning centre,education,2 Stirling Drive,Lake Gardens,VIC,,-37.544149837789,143.820775810603,,,https://risenshinelearning.com.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0069,Jenny's ELC- Ballarat Central,Early learning centre,education,427 Errard St Sth,Ballarat Central,VIC,,-37.5711,143.8478,,,https://www.jennyselc.com.au/childcare-centre-ballarat-central,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
vic_ballarat_early_learning_0070,Kidscape Early Learning Centre-Winter Valley,Early learning centre,education,27 Mirelle Drive,Winter Valley,VIC,,-37.5701528431687,143.799842915342,,,https://www.kidscape.com.au/,,,Free,vic_ballarat_early_learning,Early Learning Centres,City of Ballarat,VIC,CC-BY-3.0-AU,https://discover.data.vic.gov.au/dataset/early-learning-centres,2026-04-19,complete
